druh,obsah,datace,zobrazeno,xid,signatura,start_date,end_date,geolocation_position_lon,geolocation_position_lat,geolocation_type,geolocation_endpoint,autor,poznámka,scan_count,scan_previews,scan_zoomify_paths
pozitiv,"Reprodukce grafického listu AMP G 86: F. B. Werner - J. G. Ringle, Kostel Matky Boží na louži s Klementinem, kol.1740 (v místech dnešního Mariánského náměstí).",kol.1980,113x,A0C51414B67611DF820F00166F1163D4,I 1544,1980-01-01,1980-12-31,14.41739,50.08739,regional.address,geocode,"Jelínková, Jana (1951-)",,,[],[]
negativ,"Pohled na Staroměstské náměstí se Staroměstskou radnicí (dům čp. 1) a Krenovým domem (dům čp. 936 na Starém Městě). V pozadí kostel sv. Mikuláše, v popředí mariánský sloup.",1890-1899,69x,43535B2A7B0211E996DD406186009F3A,XI 5820,1890-01-01,1899-12-31,14.4202,50.08848,regional.address,geocode,Bellmann-ateliér,,0.0,[],[]
pozitiv,"Panoramatický pohled na libeňské nábřeží (dnešní ulice U českých loděnic) z hráze oddělující libeňský přístav od řeky. Zleva domy čp. 40, čp. 39 a zámeček (dům čp. 1) v Libni. Čtvrtá část pětidílného panoramatu.",6.4.1924,204x,A1186E84B67611DF820F00166F1163D4,I 8664,1924-04-06,1924-04-06,14.46926,50.10457,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
pozitiv,"Celkový pohled na hlavní průčelí domu čp. 15 (""Klárův"") s podloubím v Tomášské ulici na Malé Straně. Pohled z Valdštejnského náměstí v zimě.",kol.1895,21x,A14CE7C5B67611DF820F00166F1163D4,VI 8/2,1895-01-01,1895-12-31,14.40483,50.0896,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,"Pohled do interiéru novostavby hotelu ""Arcivévoda Štěpán"" na Václavském náměstí (dům čp. 826 na Novém Městě - později ""Grandhotel Šroubek"" - dnes ""Grandhotel Evropa"") - předpokoj jídelny.",8.-12.8.1905,58x,CAD9F4070D6511E295A66C626D41E503,XII 1041,,,14.44363,50.0473,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Pohled na hrob na Malostranském hřbitově na Smíchově - původní stav. Emilie Malliczky.,25.3.1927,55x,DE580DCF2FC111E5A57D74D435EEBE90,I 11282,1927-03-25,1927-03-25,14.39148,50.07167,poi,suggest,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled do interiéru kostela sv. Jiří na Pražském hradě na Hradčanech - hlavní loď po odkrytí starého stavu směrem od presbytáře k západnímu vchodu (po zbourání Helfenburského západního chóru).,19.11.1899,21x,D765EF5E9B5E11E18F3B6C626D41E503,XII 746,1899-11-19,1899-11-19,14.40231,50.09093,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Celkový pohled na Šítkovskou vodárnu a mlýny při dnešním Masarykově nábřeží na Novém Městě.,1890-1891,42x,A14CE7BFB67611DF820F00166F1163D4,VI 36/5 b,1890-01-01,1891-12-31,14.41411,50.0775,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na dům čp. 35 (hostinec Stodola) v Boleslavově ulici (dnes Radimova) - 1. biograf v Břevnově (Jandáčkův).,,59x,7F3CDC84BACF11E5A77074D435EEBE90,II 1638,,,14.36088,50.08704,regional.address,geocode,,"Dub, Václav (repro)",,[],[]
pozitiv,Pohled od Slepičárny (dům čp. 131 v Podolí) na západní stranu vyšehradských hradeb v okruhu od Benešovy ulice (dnes Na Pankráci) přes Jedličkův ústav (dům čp. 13 v Podolí) a Podolské sanatorium (dům čp. 157) k Vltavě. Součást panoramatu.,31.8.1923,139x,961EA21F61B411E9931174D435EEBE90,Voj 160,1923-08-31,1923-08-31,14.43386,50.04681,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,0.0,[],[]
pozitiv,Pohled do hlavního sálu domu čp. 153 (Fürstenberský palác) na Malé Straně.,kol.1925,27x,A118848AB67611DF820F00166F1163D4,II 200,1925-01-01,1925-12-31,14.40696,50.09058,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
negativ,Celkový pohled na průčelí domu čp. 1296 v Korunní ulici na Vinohradech.,29.7.-3.9.1906,58x,A118718DB67611DF820F00166F1163D4,VIII 273,,,14.44659,50.07548,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled na detail štukového stropu Šternberského paláce (Ernestinum - dům čp. 57 na Hradčanech).,5.5.1903,15x,75DD7D0C084111E0BDAD000C766D2371,XII 77,1903-05-05,1903-05-05,14.39669,50.09028,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Partie ze sadů na Letné - veřejný záchodek.,16.10.1907,46x,34237EDAE02B11E3A3D40024BE7CD9AC,XI 451,1907-10-16,1907-10-16,14.42324,50.09637,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
negativ,Pohled do interiéru kaple Šternberského paláce (Ernestinum - dům čp. 57 na Hradčanech).,7.5.1909,20x,B335B2EA12E411E2A6B56C626D41E503,XII 1165,1909-05-07,1909-05-07,14.39669,50.09028,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
negativ,Celkový pohled na kostel sv. Štěpána ve Štěpánské ulici na Novém Městě. Vlevo dům čp. 1286 (Obecná škola u sv. Štěpána).,1876,46x,4E77F2F3231E11E0BDC6000C766D2371,XII 130,1876-01-01,1876-12-31,14.48961,50.09956,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,"Pohled přes Vltavu na Nové mlýny na Novém Městě. Uprostřed Veselého mlýn (dům čp. 1242), vpravo městská vodárna (dům čp. 1240) s vodárenskou věží a Eliščiny (Kandertovy) lázně (dům čp. 1248 na Novém Městě). Vpravo část mostu císaře Františka Josefa I. (Štefánikův).",2.8.1910,38x,A1187BCDB67611DF820F00166F1163D4,VIII 1042,1910-08-02,1910-08-02,14.42894,50.09218,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled na zástupy lidí na Národní třídě a na mostě Legií v květnu 1945 při vítání osvobozenecké armády.,květen 1945,95x,A11879E2B67611DF820F00166F1163D4,IX 6068 a,1945-05-01,1945-05-31,14.41362,50.08118,poi,suggest,,,,[],[]
pozitiv,Pohled na portál domu čp. 158 (Clam-Gallasův palác) v Husově ulici na Starém Městě.,10.5.1906,31x,C9AE5262E8DC11E8896D74D435EEBE90,VI 15/12 a,1906-05-10,1906-05-10,14.41779,50.08642,regional.address,geocode,,,,[],[]
pozitiv,Pohled na část Vyšehradské skály s pevností a s Libušinou lázní. V popředí domek převozníka na břehu.,1902,49x,A0C500BEB67611DF820F00166F1163D4,VI 51/2,1902-01-01,1902-12-31,14.41912,50.06521,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Celkový pohled na Prašnou bránu ve směru od domu čp. 1037. Vpravo klasicistní obchody a v pozadí presbytář kostela sv. Vojtěcha.,před 1901,79x,227FFDFAB61211E59BFF406186009F3A,IX 6 c,1800-01-01,1900-12-31,14.42724,50.08753,regional.address,geocode,,,,[],[]
pozitiv,Pohled do Hendlova dvora (dům čp. 23) v Dejvicích.,7.10.1943,55x,DEE58E53A63811E499AF406186009F3A,I 11116,1943-10-07,1943-10-07,14.37941,50.11309,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Průhled Rytířskou ulicí na Starém Městě v době trhu (zeleninovém).,kol.1915,38x,A0C4F7B6B67611DF820F00166F1163D4,XI 3986,1915-01-01,1915-12-31,14.42159,50.08432,regional.address,geocode,,,0.0,[],[]
negativ,"""Tycho Brahe v Praze"" - výročí 1901. NT.XXXII.2. Deska Jakuba Kurze ze Senftenavy v kostele sv. Tomáše na Malé Straně.",1902,44x,F4237F4F9DEF11E2BF2F525400E46D25,XII 2085,1902-01-01,1902-12-31,14.40517,50.08883,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
CD-ROM,Pohled na zaplavenou zahradu Trojského zámku při povodni 13.8.2002 dopoledne.,13.8.2002,19x,A0C507FBB67611DF820F00166F1163D4,XXII 2/24 a,2002-08-13,2002-08-13,14.41109,50.11489,regional.address,geocode,"Malec, Milan - Malcová, Alena",,0.0,[],[]
negativ,Pohled na hlavní (západní) portál domu čp. 462 (Vila Amerika - Michnův letohrádek) v ulici Ke Karlovu na Novém Městě.,,17x,A11877DFB67611DF820F00166F1163D4,VIII 433,,,14.42693,50.07369,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Pohled na dům čp. 281 (vlevo) a domy čp. 13 a čp. 14 (vpravo) v Sanytrové ulici v Josefově.,1911,63x,6C855057808211E4AAB4406186009F3A,V 1/3,1911-01-01,1911-12-31,14.41631,50.08993,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Pohled na plavební komoru na Štvanici při oslavách dokončení splavnění Vltavy v Praze.,21.5.1922,129x,A1186729B67611DF820F00166F1163D4,I 382,1922-05-21,1922-05-21,14.43872,50.09489,poi,suggest,"Vojta, Tomáš (1885-1934)",,,[],[]
negativ,Celkový pohled na kostel sv. Gotharda na Krupkově náměstí v Bubenči.,,46x,41CD38CB5BEF11E79925406186009F3A,X 7495,,,14.40798,50.10448,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
negativ,Pohled do interiéru První pivovarské školy v Mariánské (dnešní Opletalova) ulici (dům čp. 921 na Novém Městě) - mykologická laboratoř.,22.9.1911,32x,F6161D2760A011E293B96C626D41E503,XII 1291,1911-09-22,1911-09-22,14.42961,50.08112,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Celkový pohled na hlavní průčelí kostela sv. Jana Nepomuckého v Kanovnické ulici na Hradčanech.,kol.1900,34x,A0C511DDB67611DF820F00166F1163D4,VI 76/15,1900-01-01,1900-12-31,14.39366,50.09013,regional.address,geocode,,,,[],[]
pozitiv,Panoramatický pohled na severní část Starého Města pražského od bývalé Občanské plovárny na Malé Straně. Za řekou původní stav nábřeží. V popředí vlevo Občanská plovárna (dům čp. 337 v Holešovicích).,,63x,FDCF857D3E9E11E1B434000BCDD04BFA,V 91/14,,,14.41492,50.0931,regional.address,geocode,,,,[],[]
pozitiv,Pohled na náhrobek hraběte Vratislava z Mitrovic v kostele sv. Jakuba na Starém Městě.,kol.1900,20x,A14CDF65B67611DF820F00166F1163D4,VI 34/7 a,1900-01-01,1900-12-31,14.42455,50.08856,regional.address,geocode,,,,[],[]
pozitiv,Pohled na Palackého náměstí s pomníkem Františka Palackého.,18.11.1923,199x,FDCF85673E9E11E1B434000BCDD04BFA,I 53,1923-11-18,1923-11-18,14.41536,50.07303,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled do interiéru kláštera sv. Jiří na Pražském hradě - výkopy v západní části jižního klášterního ambitu.,leden 1905,24x,A14CDB35B67611DF820F00166F1163D4,VI 11/17 a,1905-01-01,1905-01-31,14.40231,50.09093,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Kostele sv. Mikuláše na Malé Straně - vchod do archivu na nádvoří.,16.6.1906,17x,B0F86644A9FD11E3A5D2406186009F3A,XI 160,1906-06-16,1906-06-16,14.4032,50.08835,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Panoramatický pohled na Hostivař od dvorce čp. 32. V pozadí hostivařská škola. Druhá část třídílného panoramatu.,9.6.1930,68x,A0C515ADB67611DF820F00166F1163D4,I 9061,1930-06-09,1930-06-09,14.52523,50.05169,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
negativ,Pohled do interiéru lázní na Slovanském ostrově (Žofín) po přestavbě roku 1885 - bazén.,kol.1890,17x,B96951489E9611E1AB206C626D41E503,XII 803,1890-01-01,1890-12-31,14.41283,50.07924,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Pohled na Hradčanské náměstí s Arcibiskupským palácem (dům čp. 56) na Hradčanech. V popředí slavnostní arcibiskupský kočár se šestispřežím.,před 1886,31x,E98ABFA1945F11E1A7806C626D41E503,XII 545,1800-01-01,1885-12-31,14.39755,50.08984,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled na zbytky románského zdiva nalezeného při bourání domu čp. 16 (Andělská kolej) v Mikulášské ulici (dnes náměstí Franze Kafky).,30.11.1909,77x,D898F484808611E4AAB4406186009F3A,V 1/5 b,1909-11-30,1909-11-30,14.41873,50.08783,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,"Pohled na průčelí domu čp. 611 (""U tří per"") s portálem a domovním znamením v Týnské uličce na Starém Městě.",13.8.1907,28x,A14CE63EB67611DF820F00166F1163D4,VI 17/3,1907-08-13,1907-08-13,14.42217,50.08868,regional.address,geocode,,,,[],[]
negativ,"Pohled do interiéru starého královského paláce na Pražském hradě (""stará sněmovna"").",1904,16x,A0C503B1B67611DF820F00166F1163D4,VIII 384,1904-01-01,1904-12-31,14.40176,50.09062,poi,suggest,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled od jihozápadních vrat na nádvoří dvorce čp. 32 v Hostivaři.,9.6.1930,48x,A0C51A68B67611DF820F00166F1163D4,I 9091,1930-06-09,1930-06-09,14.52003,50.04826,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na část východního průčelí Staroměstské radnice (dům čp. 1 na Starém Městě) na Staroměstském náměstí s arkýřem poškozeným požárem 8.-9. 5.1945.,květen 1945,9x,BD9221A83B1211E7A5EB74D435EEBE90,II 1685,1945-05-01,1945-05-31,14.42009,50.087,regional.address,suggest,"Sudek, Josef (1896-1976)",,,[],[]
negativ,Pohled na stavbu ústřední elektrárny v Holešovicích (dům čp. 1).,1899,68x,A11886ACB67611DF820F00166F1163D4,VIII 199,1899-01-01,1899-12-31,14.43637,50.10853,regional.address,geocode,Fischer?,,,[],[]
pozitiv,Celkový pohled na hlavní obytnou budovu statku čp. 101 (Nové Dvory) v ulici U Nového dvora (dnes Durychova) ve Lhotce při bourání. V popředí rybník.,1958,48x,04BEA21A217011E9977174D435EEBE90,I 12443,1958-01-01,1958-12-31,14.44983,50.01797,regional.address,geocode,"Hnilička, Eduard (1887-1967)",,,[],[]
pozitiv,Pohled na Dvořákovu (dnes Pecháčkovu) ulici nově proráženou přes Portheimovu zahradu na Smíchově. Vpravo v pozadí kostel sv. Václava.,25.4.1927,130x,A11874EAB67611DF820F00166F1163D4,I 337,1927-04-25,1927-04-25,14.40874,50.07316,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na královské mauzoleum prvních Habsburků na českém trůně v chrámu sv. Víta na Pražském hradě.,,26x,A11888ADB67611DF820F00166F1163D4,VI 34/24 a,,,14.4006,50.09089,poi,suggest,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,Pohled na kostel sv. Salvátora v Dušní ulici na Starém Městě.,6.9.1911,29x,2AD62EB20A2811E1BEC1000C766D2371,XII 380,1911-09-06,1911-09-06,14.42053,50.08904,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,Pohled na portál Leopoldovy brány na Vyšehradě.,17.8.1907,26x,A14CE83BB67611DF820F00166F1163D4,VI 36/2 b,1907-08-17,1907-08-17,14.42171,50.06317,poi,suggest,,,,[],[]
pozitiv,Pohled na hlavici kamenného sloupu v domě čp. 640 (Ungeltní dům) na Starém Městě.,1914,16x,C349C038E75D11E49A60406186009F3A,V 6/7 ch,1914-01-01,1914-12-31,14.42344,50.08789,regional.address,geocode,,,,[],[]
pozitiv,Průhled Václavským náměstím k Můstku s nově vysazeným stromořadím ve třech řadách po obou stranách. Uprostřed socha sv. Jana Nepomuckého mezi dvěma anděli a v pozadí původní pomník sv. Václava.,kol.1875,83x,A14CE821B67611DF820F00166F1163D4,VI 5/29,1875-01-01,1875-12-31,14.42863,50.08014,regional.address,geocode,"Fridrich, František (1829-1892)",,,[],[]
pozitiv,"Pohled na spodní část nárožního domu čp. 382 na Starém Městě (""U Samuele"") s domovním znamením.",10.5.1909,13x,A14CE17BB67611DF820F00166F1163D4,VI 1/25,1909-05-10,1909-05-10,14.42265,50.08451,regional.address,geocode,,,,[],[]
pozitiv,Pohled na náměstí Republiky - proluka v místech dnešního OD Kotva. Vpravo část domu čp. 655 na Starém Městě (dům pojišťovny Kotva).,30.3.1940,148x,A1187218B67611DF820F00166F1163D4,I 74,1940-03-30,1940-03-30,14.42788,50.08949,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,"Pohled na kostel sv. Anny a na bývalý klášter karmelitánů na Žižkově (dům čp. 1268) v bloku mezi Ostromečskou (býv. Šlikovou), Jeseniovou a Tovačovského ulicí.",24.9.1942,95x,4997DF7BF8CD11E1BEF6000C766D2371,I 9613,1942-09-24,1942-09-24,14.46093,50.08722,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled na kapli P. Marie (Svatá chýše - Santa casa) na nádvoří Lorety (dům čp. 100 na Hradčanech) na Loretánském náměstí.,kol.1895,21x,A0C512ECB67611DF820F00166F1163D4,VI 32/6 c,1895-01-01,1895-12-31,14.39151,50.08925,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,"Pohled ze Štvanice na Korunní ostrov. V pozadí Nové Město, vpravo most císaře Františka Josefa I. (Štefánikův) a nad ním Hradčany s Pražským hradem.",26.8.1907,51x,A14CDE6AB67611DF820F00166F1163D4,VI 48/41,1907-08-26,1907-08-26,14.44021,50.09583,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,"Celkový pohled na dům čp. 357 (""U Pomníku"") na nároží Palackého náměstí a Gorazdovy ulice na Novém Městě.",6.2.1902,45x,A0C512D0B67611DF820F00166F1163D4,VIII 23,1902-02-06,1902-02-06,14.41489,50.07348,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Celkový pohled na hlavní průčelí Španělské synagogy v Dušní ulici (dům čp. 141 v Josefově).,kol.1955,71x,A0C4FD98B67611DF820F00166F1163D4,I 4710,1955-01-01,1955-12-31,14.42101,50.09021,regional.address,geocode,"Růžička, Jar.",,,[],[]
pozitiv,Pohled na skalní útvary pískovcového vrchu Vidoule v Jinonicích.,15.6.1934,65x,A0C4FC5DB67611DF820F00166F1163D4,I 300,1934-06-15,1934-06-15,14.35765,50.05972,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled do dvora domu čp. 892 s pavlačemi na Starém Městě před zbořením roku 1914 - průchod z Dušní do Cikánské.,17.8.1906,31x,A14CEADCB67611DF820F00166F1163D4,VI 58/2,1906-08-17,1906-08-17,14.59207,50.03423,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Pražské povstání - 6.5.1945. Barikáda v Havelské ulici při Uhelném trhu na Starém Městě.,6.5.1945,169x,6023CFCE2AC011E0BDCE000C766D2371,I 6516,1945-05-06,1945-05-06,14.4217,50.08555,regional.address,geocode,"Stehno, Josef (?)",,,[],[]
negativ,"Pohled do Josefovské ulice od křižovatky s Pinkasovou uličkou (vlevo). Uprostřed nárožní dům čp. 20 v Josefově. Zprava domy čp. 18, 19, 22, 25, 26... v Josefově.",10.3.1908,32x,B778B324074A11E48CE60024BE7CD9AC,XI 550,1908-03-10,1908-03-10,14.41742,50.08838,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
pozitiv,Pohled do zahrady a na salu terrenu Valdštejnského paláce (dům čp. 17 na Malé Straně). V pozadí Pražský hrad.,,21x,A14CEAE0B67611DF820F00166F1163D4,VI 60/7,,,14.40535,50.09003,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Celkový pohled z nábřeží na klášter Milosrdných bratří (dům čp. 847) na Starém Městě.,1915,47x,9E3C2DBD9A7411E4A736406186009F3A,V 2/12,1915-01-01,1915-12-31,14.42141,50.09278,regional.address,geocode,"Langhans, J. F.",,,[],[]
pozitiv,"Celkový pohled na Wilsonovo nádraží (dům čp. 300) na Vinohradech - nádraží císaře Františka Josefa I., Hlavní - od Vinohrad. V popředí kolejiště s vlaky.",18.4.1907,137x,A14CE3F5B67611DF820F00166F1163D4,II 1084,1907-04-18,1907-04-18,14.43549,50.08356,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Pohled přes Vltavu na smíchovské Hořejší nábřeží.,8.3.1919,43x,A1187D73B67611DF820F00166F1163D4,II 577,1919-03-08,1919-03-08,14.41041,50.07195,regional.address,geocode,,,,[],[]
pozitiv,Pohled do dvora Thunovského paláce - domu čp. 214 na Malé Straně v Nerudově ulici.,,57x,A118899AB67611DF820F00166F1163D4,I 8497,,,14.40038,50.08859,regional.address,geocode,,,,[],[]
pozitiv,Pohled na rekreující se Pražany na břehu polostrova mezi Holešovickým přístavem a starým řečištěm Vltavy. V pozadí Libeňský ostrov a tovární komplex čp. 106 v Libni.,8.8.1923,158x,8E9C8866A74111E6BBBD406186009F3A,A 148,1923-08-08,1923-08-08,14.46669,50.1107,regional.address,geocode,"Alexander, Antonín (1892-působnost do 1948)",,0.0,[],[]
negativ,Pohled na model novostavby domu čp. 191 na Starém Městě (Křižovnický klášter) - západní strana.,11.11.1910,13x,9836EF34193811E28B046C626D41E503,XII 1247,1910-11-11,1910-11-11,14.41405,50.08641,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
negativ,Pohled na pendantiv hlavní kopule v kostele sv. Mikuláše na Malé Straně.,5.10.1907,12x,8875260ADB6C11E3BB45406186009F3A,XI 411,1907-10-05,1907-10-05,14.4032,50.08835,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,0.0,[],[]
negativ,Pohled do interiéru strojovny elektrárny na Karlově - akumulátory.,1897,26x,BC1DC78B826211E2BF1E525400E46D25,VIII 1310,1897-01-01,1897-12-31,14.42862,50.06983,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,"Pohled do interiéru novostavby hotelu ""Arcivévoda Štěpán"" na Václavském náměstí (dům čp. 826 na Novém Městě - později ""Grandhotel Šroubek"" - dnes ""Grandhotel Evropa"") - jídelna (dnes Francouzská restaurace).",8.-12.8.1905,55x,ACA363618B0911E2BF22525400E46D25,VIII 1385,,,14.42708,50.0821,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Celkový pohled na boční pavilon domu čp. 462 (Vila Amerika - Michnův letohrádek) v ulici Ke Karlovu na Novém Městě.,,20x,A1186920B67611DF820F00166F1163D4,VIII 438,,,14.42693,50.07369,regional.address,geocode,Eckert-ateliér,,,[],[]
pozitiv,Pohled na nový Helmovský jez a část odlehčovací propusti během velké vody. V pozadí most císaře Františka Josefa I.,10.2.1910,36x,8BEEB73762D611E6A552000C76270B94,I 11812,1910-02-10,1910-02-10,14.43076,50.09537,poi,suggest,,,,[],[]
pozitiv,Pohled na stavbu plavební komory u ostrova Štvanice. V pozadí provizorní dřevěný most (Hlávkův) a původní pěší lávka.,23.4.1909,162x,F5043D07EF5D11E5A520000C76270B94,I 11601,1909-04-23,1909-04-23,14.43872,50.09489,poi,suggest,,,,[],[]
CD-ROM,"Druhá vlna povodně v Praze - Pohled na zatopené domy v ulici U Lužického semináře (zleva) čp. 83, 86, 85 na Malé Straně - 14.8.2002 v 17:55.",14.8.2002,33x,A1186E12B67611DF820F00166F1163D4,XXII 6/42,2002-08-14,2002-08-14,14.44999,50.02972,regional.address,suggest,"Elleder, Libor, Ing. (působnost 2002)",,0.0,[],[]
pozitiv,Celkový pohled na vyšehradský železniční most z Rašínova nábřeží. V popředí vory.,,40x,1C51E7CCC73B11EA983A406186009F3A,F 423,,,14.41451,50.07097,regional.address,geocode,"Fink, František (1854-1935)",Datace neznámá. Za účelem vyhledávání byla nastavena na časový rozsah celé sbírky.,0.0,[],[]
negativ,Pohled do interiéru Národního muzea (dům čp. 1700 na Novém Městě) - Pantheon.,kol.1900,36x,A118673DB67611DF820F00166F1163D4,VIII 149,1900-01-01,1900-12-31,14.43056,50.07918,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
pozitiv,Pohled na hroby na Malostranském hřbitově na Smíchově poblíž zdi do Plzeňské ulice - původní stav.,21.3.1927,59x,CE2B04702FBD11E5A57D74D435EEBE90,I 11259,1927-03-21,1927-03-21,14.39148,50.07167,poi,suggest,"Alexander, Antonín (1892-působnost do 1948)",,,[],[]
pozitiv,Pohled do dvora domu čp. 403 na Starém Městě.,kol.1920,970x,A118711BB67611DF820F00166F1163D4,I 3,1920-01-01,1920-12-31,14.58577,50.06008,regional.address,geocode,"Vojta, Tomáš (1885-1934)",,,[],[]
pozitiv,Pohled na náhrobek Bedřicha Schnella na hřbitově Malvazinky na Smíchově od Viléma Amorta.,1959,51x,A118879FB67611DF820F00166F1163D4,I 8765,1959-01-01,1959-12-31,14.38698,50.06196,poi,suggest,"Mikšátko, Václav",,,[],[]
negativ,"Pohled na bourání domů čp. 282, 276, 160, 270 v Cikánské ulici v Josefově. Vlevo v pozadí věž kostela sv. Ducha.",23.6.1905,27x,A1187101B67611DF820F00166F1163D4,VIII 587,1905-06-23,1905-06-23,14.42123,50.09107,regional.address,geocode,Eckert-ateliér,,,[],[]
negativ,Pohled na průčelí domů čp. 243 a 244 do Šítkovské ulice na Novém Městě před zbořením v letech 1903 - 1904.,23.6.1903,22x,A118785BB67611DF820F00166F1163D4,VIII 398,1903-06-23,1903-06-23,14.42805,50.07564,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,,[],[]
negativ,"""Tycho Brahe v Praze"" - výročí 1901. NT.XXVIII.1. Náhrobek Franze Gansneba (zv. Tengnagel) v kostele P. Marie pod řetězem na Malé Straně.",1902,12x,67AE27899DF111E2BF2F525400E46D25,XII 2084,1902-01-01,1902-12-31,14.40597,50.08672,regional.address,geocode,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
pozitiv,Pohled do dvorního průčelí domu čp. 892 na Starém Městě.,1911,18x,FDCF85693E9E11E1B434000BCDD04BFA,V 2/33,1911-01-01,1911-12-31,14.59207,50.03423,regional.address,geocode,"Kříženecký, Jan (1868-1921)",,,[],[]
pozitiv,Pohled na spodní část průčelí domu čp. 270 do Štefánikovy ulice na Smíchově (hostinec).,,76x,A0C50125B67611DF820F00166F1163D4,I 8744,,,14.40395,50.07659,regional.address,geocode,Bellmann-ateliér,,,[],[]
negativ,"Pohled do Velké (""Nové"") zasedací síně Staroměstské radnice (dům čp. 1 na Starém Městě).",1885,19x,99EFEF9B9ABC11E191A46C626D41E503,XII 735,1885-01-01,1885-12-31,14.34054,50.07267,regional.address,suggest,"Eckert, Jindřich (1833-1905)",,0.0,[],[]
negativ,Pohled do interiéru kostela sv. Ignáce na Karlově náměstí na Novém Městě - postranní část oltáře Srdce Ježíšova.,1913,49x,B7C09D146AF811E295C66C626D41E503,XII 1356,1913-01-01,1913-12-31,14.42112,50.07643,regional.address,geocode,Eckert-ateliér,,0.0,[],[]
pozitiv,"Pohled na dům čp. 21 (bývalý hostinec ""U České koruny"") v Holešovicích v Partyzánské ulici (Palackého).",kol.1955,68x,A0C4FD1CB67611DF820F00166F1163D4,I 4304,1955-01-01,1955-12-31,14.43886,50.10365,regional.municipality_part,suggest,"Hnilička, Eduard (1887-1967)",,,[],[]
pozitiv,Pohled na sochařskou výzdobu portálu kostela sv. Jindřicha na Novém Městě v Jindřišské ulici. Vpravo dům čp. 974.,kol.1905,47x,A14CE4CAB67611DF820F00166F1163D4,VI 30/15,1905-01-01,1905-12-31,14.49778,50.07726,regional.address,geocode,Eckert,,,[],[]
